TITLE_NAME,LANGUAGE,RELEASED,RATING,IMDB
Road Trip: Beer Pong,English,2009,R,4.9/10
Rogue Warfare,English,2019,R,2.8/10
Rogue Warfare: Death of a Nation,English,2020,R,
Rogue Warfare: The Hunt,English,2019,R,
ROMA,Spanish,2018,R,7.7/10
Rumor Has It...,English,2005,R,5.5/10
Rush,English,2013,R,
Rust Creek,English,2018,R,
S.W.A.T.: Under Siege,English,2017,R,
Sabotage,English,2014,R,
Safe House,English,2012,R,
SAS: Rise of the Black Swan,English,2021,R,
Savages,English,2012,R,
Search Party,English,2014,R,5.6/10
Security,2017,5.5/10,R,
Seized,English,2020,R,
Sergio,English,2020,R,6.2/10
Sex Drive,English,2008,R,
She's Gotta Have It,English,1986,R,6.7/10
Shepherds and Butchers,English,2016,R,6.8/10
Shot Caller,English,2017,R,7.3/10
Shutter Island,English,2010,R,
Silver Linings Playbook,English,2012,R,7.7/10
Singham,2011,7.1/10,R,
Sinister 2,English,2015,R,5.3/10
Skylines,English,2020,R,
Sleepless,English,2017,R,5.6/10
Sleight,English,2016,R,
Small Town Crime,English,2017,R,6.6/10
Smart People,English,2008,R,6.1/10
Snakes On A Plane,English,2006,R,
Sniper: Ghost Shooter,English,2016,R,
Sniper: Legacy,English,2014,R,
Snowpiercer,English,2013,R,7.1/10
Someone Great,English,2019,R,6.2/10
Space Cowboys,English,2000,R,6.4/10
Spenser Confidential,English,2020,R,6.2/10
Starship Troopers: Traitor of Mars,English,2017,R,
Step Brothers,English,2008,R,6.9/10
Steve Jobs,English,2015,R,7.2/10
Strange Weather,English,2016,R,5.9/10
"Strip Down, Rise Up",English,2021,R,
Stripes,English,1981,R,6.9/10
Sweet Girl,English,2021,R,
Sword of Trust,English,2019,R,
Synchronic,English,2019,R,
TAU,English,2018,R,5.8/10
Team America: World Police,English,2004,R,
Term Life,English,2016,R,5.5/10
Thanks for Sharing,English,2012,R,
The Bad Batch,English,2016,R,5.3/10
The Ballad of Buster Scruggs,English,2018,R,7.3/10
The Ballad of Lefty Brown,English,2017,R,6.3/10
The Bank Job,English,2008,R,6.7/10
The Beguiled,English,2017,R,
The Big Wedding,English,2013,R,
The Bling Ring,English,2013,R,5.6/10
The Blue Lagoon,English,1980,R,
The Boys in the Band,English,2020,R,
The Clapper,English,2017,R,5.1/10
The Con Is On,English,2018,R,
The Conjuring,2013,7.5/10,R,
The Conjuring 2,English,2016,R,
The Danish Girl,English,2015,R,7.1/10
The Death of Mr. Lazarescu,Romanian,2005,R,7.9/10
The Devil All The Time,English,2020,R,
The Devil Inside,English,2012,R,4.2/10
The Dirty Picture,2011,6.1/10,R,
The Disaster Artist,English,2017,R,7.4/10
The Edge of Seventeen,English,2016,R,7.3/10
The Exorcist 3,English,1990,R,
The Florida Project,English,2017,R,7.6/10
The Forty-Year-Old Version,English,2020,R,
The Frozen Ground,English,2013,R,
The Game,English,1997,R,7.8/10
The General's Daughter,English,1999,R,
The Girl Next Door,English,2007,R,
The Green Inferno,English,2013,R,5.3/10
The Grizzlies,English,2018,R,
The Guest,English,2014,R,6.7/10
The Guilty,English,2021,R,
The Happytime Murders,English,2018,R,
The Harder They Fall,English,2021,R,
The Hateful Eight,English,2015,R,7.8/10
The Haunting in Connecticut 2: Ghosts of Georgia,English,2013,R,
The Highwaymen,English,2019,R,6.9/10
The Inevitable Defeat of Mister & Pete,English,2013,R,
The Interview,English,2014,R,6.5/10
The Intouchables,French,2011,R,
The Irishman,English,2019,R,7.9/10
The Journey Is the Destination,English,2016,R,6.3/10
The Killing of a Sacred Deer,English,2017,R,7.0/10
The Kindergarten Teacher,English,2018,R,6.7/10
The King,English,2019,R,7.3/10
The Last Thing He Wanted,English,2020,R,4.2/10
The Laundromat,English,2019,R,6.3/10
The Life of David Gale,English,2003,R,
The Lincoln Lawyer,English,2011,R,7.3/10
The Long Dumb Road,English,2018,R,6.0/10
The Long Riders,English,1980,R,
The Lovebirds,English,2020,R,7.0/10
The Lovely Bones,2009,6.8/10,R,
The Lovers,English,2017,R,6.1/10
The Machinist,English,2004,R,
The Master,English,2012,R,7.2/10
The Men Who Stare at Goats,English,2009,R,6.2/10
The Night Clerk,English,2020,R,5.2/10
The Nightingale,English,2018,R,
The November Man,English,2014,R,
The Old Guard,English,2020,R,
The Other Side of the Wind,English,2018,R,6.8/10
The Ottoman Lieutenant,English,2017,R,0.19
The Outpost,English,2020,R,
The Piano,English,1993,R,
The Railway Man,English,2013,R,
The Ronda Rousey Story: Through My Father's Eyes,English,2019,R,6.1/10
The Runaways,English,2010,R,6.5/10
The Seventh Day,English,2021,R,
The Sparks Brothers,English,2021,R,
The Stand at Paxton County,English,2020,R,
The Stand-In,English,2020,R,
The Strangers,English,2008,R,6.1/10
The Strangers: Prey at Night,English,2018,R,
The Sweetest Thing,English,2002,R,
The Trial of the Chicago 7,English,2020,R,8.0/10
The Ugly Truth,English,2009,R,0.14
The Vanished,English,2020,R,
The Vault,English,2021,R,
The Wedding Guest,English,2018,R,
The White Tiger,English,2021,R,
The Whole Nine Yards,English,2000,R,
The Whole Truth,English,2016,R,
The Wind,English,2018,R,
The Woman in the Window,English,2021,R,
There Will Be Blood,English,2007,R,8.2/10
Thirteen Ghosts,English,2001,R,
Till Death,English,2021,R,
Total Recall,English,1990,R,7.5/10
Trailer Park Boys: Countdown to Liquor Day,English,2009,R,7.4/10
Trailer Park Boys: The Movie,English,2006,R,7.2/10
Triple 9,English,2016,R,
Triple Frontier,English,2019,R,6.4/10
Triple Threat,English,2019,R,5.5/10
Tucker and Dale vs. Evil,English,2010,R,7.5/10
Unaccompanied Minors,English,2006,R,5.3/10
Uncut Gems,English,2019,R,7.5/10
Undercover Brother 2,English,2019,R,3.4/10
Underworld,English,2003,R,7.0/10
Underworld: Awakening,English,2012,R,
Underworld: Rise of the Lycans,English,2009,R,6.6/10
Unfriended,English,2014,R,
Universal Soldier: The Return,English,1999,R,
Unthinkable,English,2010,R,6.7/10
Velvet Buzzsaw,English,2019,R,5.7/10
Villain,English,2020,R,
W.E.,English,2011,R,6.3/10
Walk of Shame,English,2014,R,
War Dogs,English,2016,R,
We Steal Secrets: The Story of WikiLeaks,English,2013,R,
We Summon the Darkness,English,2019,R,
Welcome Home,English,2018,R,
Welcome to Sudden Death,English,2020,R,
What Keeps You Alive,English,2018,R,0.83
Wheels of Fortune,English,2020,R,
Whose Streets?,English,2017,R,
Wine Country,English,2019,R,5.4/10
Woodshock,English,2017,R,4.3/10
"Yes, God, Yes",English,2019,R,
Zodiac,English,2007,R,7.7/10
Zoot Suit,English,1981,R,
2 Hearts,English,2020,PG-13,
3 Days to Kill,English,2014,PG-13,
3 Idiots,Hindi,2009,PG-13,8.4/10
A Knight's Tale,English,2001,PG-13,0.58
A Monster Calls,English,2016,PG-13,7.5/10
Accepted,English,2006,PG-13,
Addams Family Values,English,1993,PG-13,
Adrift,English,2018,PG-13,
After,English,2019,PG-13,5.4/10
Agatha Christie's Crooked House,English,2017,PG-13,
Always Be My Maybe,English,2019,PG-13,6.8/10
American Outlaws,English,2001,PG-13,
As Good as It Gets,English,1997,PG-13,7.7/10
Athlete A,English,2020,PG-13,7.3/10
Atlas Shrugged: Part II,English,2012,PG-13,
Audible,English,2021,PG-13,
Awakenings,English,1990,PG-13,
Before I Fall,English,2017,PG-13,6.4/10
Before I Wake,English,2016,PG-13,6.2/10
Benchwarmers 2: Breaking Balls,English,2019,PG-13,
Bennett's War,English,2019,PG-13,5.3/10
Best of the Best,English,1989,PG-13,
Beverly Hills Ninja,English,1997,PG-13,
Big Stone Gap,English,2014,PG-13,5.6/10
Birth of the Dragon,English,2016,PG-13,
Black or White,English,2014,PG-13,
Blood Brothers: Malcolm X & Muhammad Ali,English,2021,PG-13,
Bombay Rose,Hindi,2019,PG-13,
Brain on Fire,English,2016,PG-13,6.6/10
Brick Mansions,English,2014,PG-13,
Bright Star,2009,6.7/10,PG-13,
Camp Confidential: America's Secret Nazis,English,2021,PG-13,
Charlie's Angels,English,2000,PG-13,
Clear and Present Danger,English,1994,PG-13,
Collateral Beauty,English,2016,PG-13,
Cops and Robbers,English,2020,PG-13,
Dark Skies,English,2013,PG-13,6.3/10
Dear John,English,2010,PG-13,6.3/10
Diana: The Musical,English,2021,PG-13,
Dick Johnson Is Dead,English,2020,PG-13,
Disco Dancer,Hindi,1982,PG-13,
Dovlatov,Russian,2018,PG-13,6.4/10
Dragonheart: Vengeance,English,2020,PG-13,5.1/10
Dumplin',English,2018,PG-13,6.6/10
Eagle Eye,English,2008,PG-13,
Effie Gray,English,2014,PG-13,
Endless Love,English,2014,PG-13,
Enola Holmes,English,2020,PG-13,
Enter the Warriors Gate,English,2016,PG-13,5.4/10
Eurovision Song Contest: The Story of Fire Saga,English,2020,PG-13,7.8/10
Father Christmas Is Back,English,2021,PG-13,
Fatherhood,English,2021,PG-13,
Fatima,English,2020,PG-13,
First Knight,English,1995,PG-13,
Five Feet Apart,English,2019,PG-13,
Freedom Writers,English,2007,PG-13,7.5/10
Get on Up,English,2014,PG-13,
Gimme Shelter,English,2013,PG-13,
Giving Voice,English,2020,PG-13,
Going in Style,English,2017,PG-13,
Good Hair,English,2009,PG-13,
Grand-Daddy Day Care,English,2019,PG-13,4.8/10
Green Lantern,English,2011,PG-13,
Grown Ups,English,2010,PG-13,
"Hail, Caesar!",English,2016,PG-13,6.3/10
Hampstead,English,2017,PG-13,
Happy as Lazzaro,Italian,2018,PG-13,7.6/10
Home Again,English,2017,PG-13,
Hubie Halloween,English,2020,PG-13,
Hunt for the Wilderpeople,English,2016,PG-13,
I Am Not Your Negro,English,2016,PG-13,7.8/10
I Am Sam,English,2001,PG-13,
In This Corner of the World,Japanese,2016,PG-13,7.8/10
Incarnate,English,2016,PG-13,
Insidious: Chapter 2,English,2013,PG-13,
Ip Man 3,Cantonese,2015,PG-13,7.1/10
Just Friends,English,2005,PG-13,6.2/10
King Arthur: Legend of the Sword,English,2017,PG-13,
Kingsglaive: Final Fantasy XV,Japanese,2016,PG-13,
Lara Croft Tomb Raider: The Cradle of Life,English,2003,PG-13,
Last Action Hero,English,1993,PG-13,
Lee Daniels' The Butler,English,2013,PG-13,
Les Misérables,English,2012,PG-13,
Let It Snow,English,2019,PG-13,5.8/10
Life as We Know It,English,2010,PG-13,6.5/10
Like Crazy,English,2011,PG-13,
Love Don't Cost a Thing,English,2003,PG-13,
Love Jacked,English,2018,PG-13,5.8/10
Love Jones,English,1997,PG-13,8.3/10
Loving,English,2016,PG-13,
Lowriders,English,2016,PG-13,
Lupin the 3rd: The Castle of Cagliostro: Special Edition,Japanese,1979,PG-13,7.7/10
Mandela: Long Walk to Freedom,English,2013,PG-13,
Mars Attacks!,English,1996,PG-13,
Marshall,English,2017,PG-13,
Mean Girls 2,English,2011,PG-13,
Memoirs of a Geisha,English,2005,PG-13,
Midnight Sun,English,2018,PG-13,
Misha and the Wolves,English,2021,PG-13,
Moneyball,English,2011,PG-13,
Mother's Day,English,2016,PG-13,
Mowgli: Legend of the Jungle,English,2018,PG-13,6.5/10
Moxie,English,2021,PG-13,
Mubarakan,Hindi,2017,PG-13,5.6/10
Murder Mystery,English,2019,PG-13,6.0/10
My Boss's Daughter,English,2003,PG-13,
My Girl,English,1991,PG-13,6.9/10
Mystery Men,English,1999,PG-13,
Nothing to Lose 2,Portuguese,2019,PG-13,3.5/10
Operation Finale,English,2018,PG-13,
Ophelia,English,2018,PG-13,
Pad Man,Hindi,2018,PG-13,7.9/10
Paranoia,English,2013,PG-13,
Passing,English,2021,PG-13,
Philomena,English,2013,PG-13,
Pineapple Express,English,2008,PG-13,6.6/10
Playing for Keeps,English,2012,PG-13,
Polaroid,English,2019,PG-13,5.1/10
Poms,English,2019,PG-13,
Poseidon,English,2006,PG-13,5.6/10
Poster Boys,Hindi,2017,PG-13,5.5/10
Pottersville,English,2017,PG-13,5.3/10
Pray Away,English,2021,PG-13,
Quigley Down Under,English,1990,PG-13,
Rebecca,English,2020,PG-13,
Red Notice,English,2021,PG-13,
Replicas,English,2018,PG-13,
Rising Phoenix,English,2020,PG-13,
Rita Moreno: Just a Girl Who Decided to Go for It,English,2021,PG-13,
Robin Hood: Prince of Thieves,English,1991,PG-13,6.9/10
Safe Haven,English,2013,PG-13,
Same Kind of Different as Me,English,2017,PG-13,6.6/10
Scary Movie 4,English,2006,PG-13,
Scary Movie V,English,2013,PG-13,
School of Rock,English,2003,PG-13,
Secret Window,English,2004,PG-13,
Selfless,English,2015,PG-13,6.5/10
Serendipity,English,2001,PG-13,
Seven Pounds,English,2008,PG-13,7.6/10
Seventh Son,English,2014,PG-13,
Sierra Burgess Is a Loser,English,2018,PG-13,5.8/10
Snervous Tyler Oakley,English,2015,PG-13,
Soldier,1998,6.3/10,PG-13,
Something Borrowed,English,2011,PG-13,
Spawn,English,1997,PG-13,
SPF-18,English,2017,PG-13,3.2/10
Spy Kids 2: The Island of Lost Dreams,English,2002,PG-13,5.1/10
Stardust,English,2007,PG-13,7.6/10
Starsky & Hutch,English,2004,PG-13,6.1/10
State of Play,English,2009,PG-13,
Step Sisters,English,2018,PG-13,5.4/10
Suffragette,English,2015,PG-13,6.9/10
Sunday's Illness,Spanish,2017,PG-13,6.9/10
Sweetheart,English,2019,PG-13,5.7/10
Takers,English,2010,PG-13,6.2/10
Talladega Nights: The Ballad of Ricky Bobby,English,2006,PG-13,
Tears of the Sun,English,2003,PG-13,6.6/10
Texas Rangers,English,2001,PG-13,
The Artist,English,2011,PG-13,7.9/10
The Best of Enemies,English,2019,PG-13,
The Book of Henry,English,2017,PG-13,
The Cave,English,2005,PG-13,
The Cloverfield Paradox,English,2018,PG-13,5.5/10
The Darkest Hour,English,2011,PG-13,
The Darkness,English,2016,PG-13,4.4/10
The Dig,English,2021,PG-13,
The DUFF,English,2015,PG-13,
The Fluffy Movie,English,2014,PG-13,
The Forest,English,2016,PG-13,4.8/10
The Golden Child,English,1986,PG-13,
The Half Of It,English,2020,PG-13,
The Ice Road,English,2021,PG-13,
The Interpreter,English,2005,PG-13,
The Last Boy Scout,English,1991,PG-13,6.6/10
The Last Days,English,1998,PG-13,
The Legend of Bhagat Singh,2002,7.2/10,PG-13,
The Life Ahead,Italian,2020,PG-13,
The Light of My Eyes (Nour Einy),Arabic,2010,PG-13,5.8/10
The Lost Husband,English,2020,PG-13,
The Meddler,English,2015,PG-13,
The Midnight Sky,English,2020,PG-13,
The Mirror Has Two Faces,English,1996,PG-13,
The Net,English,1995,PG-13,
The Outcasts,English,2017,PG-13,5.5/10
The Paper Tigers,English,2020,PG-13,
The Prom,English,2020,PG-13,
The Social Dilemma,English,2020,PG-13,
The Starling,English,2021,PG-13,
The Stepfather,English,2009,PG-13,
The Theory of Everything,English,2014,PG-13,7.7/10
The Tourist,English,2010,PG-13,6.0/10
The Twilight Saga: Breaking Dawn: Part 1,English,2011,PG-13,
The Twilight Saga: Breaking Dawn: Part 2,English,2012,PG-13,
The Twilight Saga: Eclipse,English,2010,PG-13,
The Twilight Saga: New Moon,English,2009,PG-13,
The Two Popes,English,2019,PG-13,7.6/10
The Yin Yang Master,Chinese,2020,PG-13,
The Young Messiah,English,2016,PG-13,
The Zookeeper's Wife,English,2017,PG-13,
Thunder Force,English,2021,PG-13,
"tick, tick...BOOM!",English,2021,PG-13,
Titanic,English,1997,PG-13,
Tommy Boy,English,1995,PG-13,
Total Recall,English,2012,PG-13,
Twilight,English,2008,PG-13,
Undefeated,English,2011,PG-13,7.7/10
Under the Shadow,Persian,2016,PG-13,6.9/10
Unknown,English,2011,PG-13,
Valentine's Day,English,2010,PG-13,5.7/10
Vampire Academy,English,2014,PG-13,
Vampires vs. the Bronx,English,2020,PG-13,
Victoria & Abdul,English,2017,PG-13,
Waterworld,English,1995,PG-13,
West Beirut,Arabic,1998,PG-13,
What Dreams May Come,English,1998,PG-13,
What's Eating Gilbert Grape,English,1993,PG-13,7.8/10
When a Stranger Calls,English,2006,PG-13,
Wild Child,English,2008,PG-13,6.1/10
Wild Oats,English,2016,PG-13,5.7/10
Worth,English,2020,PG-13,
Modest Heroes: Ponoc Short Films Theatre,Japanese,2018,PG,0
A 2nd Chance,English,2011,PG,4.7/10
A Boy Called Christmas,English,2021,PG,
A Cinderella Story,English,2004,PG,5.9/10
A Cinderella Story: Christmas Wish,English,2019,PG,5.2/10
A River Runs Through It,English,1992,PG,
A Second Chance: Rivals!,English,2019,PG,
A Very Country Christmas,English,2017,PG,
A Witches' Ball,English,2017,PG,5.1/10
Aliens Stole My Body,English,2020,PG,
All Together Now,English,2020,PG,
American Gangster,English,2007,PG,7.5/10
An Inconvenient Truth,English,2006,PG,
An Unfinished Life,2005,6.7/10,PG,
Arctic Dogs,English,2019,PG,4.5/10
Ballerina,English,2016,PG,6.8/10
Becoming,English,2020,PG,
Bee Movie,English,2007,PG,6.1/10
Beethoven,English,1992,PG,
Beethoven's 2nd,English,1993,PG,
Being Elmo: A Puppeteer's Journey,English,2011,PG,7.6/10
Bethany Hamilton: Unstoppable,English,2019,PG,7.3/10
Bobbleheads The Movie,English,2020,PG,
Bully,2012,7.3/10,PG,
Christmas Wedding Planner,English,2017,PG,4.3/10
Cloudy with a Chance of Meatballs 2,English,2013,PG,
Cold Mountain,English,2003,PG,6.9/10
Crocodile Dundee in Los Angeles,English,2001,PG,
David Attenborough: A Life on Our Planet,English,2020,PG,
Deep,English,2017,PG,4.1/10
Dennis the Menace,English,1993,PG,
Dr. Seuss' The Lorax,English,2012,PG,6.4/10
Duck Duck Goose,English,2018,PG,5.7/10
Either Me Or My Auntie (Ya ana ya khalty),Arabic,2005,PG,4.8/10
"Faith, Hope & Love",English,2019,PG,6.1/10
Finding 'Ohana,English,2021,PG,
Flipped,English,2010,PG,
Found,English,2021,PG,
Free Birds,English,2013,PG,
Gnome Alone,English,2018,PG,5.6/10
Good Burger,English,1997,PG,5.7/10
Greater,English,2016,PG,7.2/10
Hairspray,English,2007,PG,6.6/10
Here Comes the Boom,English,2012,PG,
High Strung Free Dance,English,2018,PG,6.3/10
Holly Star,English,2018,PG,5.1/10
Home,English,2015,PG,
Hop,English,2011,PG,5.4/10
Hotel for Dogs,English,2009,PG,5.8/10
How to Train Your Dragon 2,English,2014,PG,
Howards End,English,1992,PG,7.4/10
Hugo,English,2011,PG,7.5/10
If Anything Happens I Love You,English,2020,PG,
Into the Wild,2007,7.8/10,PG,
It Follows,2015,6.5/10,PG,
Jem and the Holograms,English,2015,PG,4.1/10
Jet Li's Fearless,Mandarin,2006,PG,7.4/10
Jingle Jangle: A Christmas Journey,English,2020,PG,
Jumanji,English,1995,PG,
Klaus,English,2019,PG,8.2/10
Knock Down The House,English,2019,PG,6.9/10
Labyrinth,English,1986,PG,
Lady Driver,English,2019,PG,7.4/10
Letters to Juliet,English,2010,PG,
Lu Over the Wall,Japanese,2017,PG,6.8/10
Madagascar 3: Europe's Most Wanted,English,2012,PG,
Madagascar: Escape 2 Africa,English,2008,PG,6.6/10
Marvel Super Hero Adventures: Frost Fight!,English,2015,PG,5.1/10
Marvel's Hulk: Where Monsters Dwell,English,2016,PG,5.5/10
Menashe,Yiddish,2017,PG,6.5/10
Mirai,Japanese,2018,PG,7.0/10
Monster House,English,2006,PG,6.6/10
Monty Python and the Holy Grail,English,1975,PG,8.2/10
Mr. Peabody & Sherman,English,2014,PG,
My Girl 2,English,1994,PG,
My Heroes Were Cowboys,English,2021,PG,
My Little Pony: A New Generation,English,2021,PG,
My Perfect Romance,English,2018,PG,4.6/10
Nothing to Lose,Portuguese,2018,PG,5.5/10
Observe and Report,English,2009,PG,5.5/10
Okko's Inn,Japanese,2018,PG,7.0/10
Open Season: Scared Silly,English,2015,PG,
Osmosis Jones,English,2001,PG,
Over the Moon,English,2020,PG,
Pachamama,English,2019,PG,6.7/10
Penguins of Madagascar,English,2014,PG,
Planet 51,English,2009,PG,6.0/10
Pope Francis: A Man of His Word,Italian,2018,PG,6.1/10
Pup Star: Better 2Gether,English,2017,PG,4.7/10
Puppy Star Christmas,English,2018,PG,4.0/10
Puss in Boots,English,2011,PG,
Rain Man,English,1988,PG,8.0/10
RBG,English,2018,PG,
Ride Like a Girl,English,2019,PG,6.9/10
Roped,English,2020,PG,
Show Dogs,English,2018,PG,
Sisters on Track,English,2021,PG,
Skater Girl,English,2021,PG,
Snowbound for Christmas,English,2019,PG,
Spy Kids,English,2001,PG,5.4/10
Spy Kids 3: Game Over,English,2003,PG,4.2/10
Spy Kids: All the Time in the World,English,2011,PG,
Streets of Fire,English,1984,PG,
Stuart Little,English,1999,PG,5.9/10
Surf's Up,English,2007,PG,6.7/10
The Christmas Chronicles 2,English,2020,PG,
The Four Seasons,English,1981,PG,
The Karate Kid,English,2010,PG,6.2/10
The Last Airbender,English,2010,PG,4.1/10
The Mitchells vs. The Machines,English,2021,PG,
The Next Karate Kid,English,1994,PG,
The Nut Job,English,2014,PG,5.6/10
The Outlaw Josey Wales,English,1976,PG,
The Resurrection of Gavin Stone,English,2016,PG,
The Short Game,English,2013,PG,7.4/10
The Smurfs,English,2011,PG,
The Smurfs 2,English,2013,PG,
The Spiderwick Chronicles,English,2008,PG,6.5/10
The Unbeatables,English,2015,PG,6.5/10
The Water Man,English,2020,PG,
The Willoughbys,English,2020,PG,
The World We Make,English,2019,PG,5.1/10
Tigertail,English,2020,PG,6.4/10
Vivo,English,2021,PG,
Wadjda,Arabic,2012,PG,7.5/10
Waiting for Superman,English,2010,PG,
We Can Be Heroes,English,2020,PG,
What a Girl Wants,English,2003,PG,5.8/10
Wish Dragon,English,2021,PG,
Wish Upon a Unicorn,English,2020,PG,
Woody Woodpecker,English,2017,PG,4.1/10
YES DAY,English,2021,PG,
Zathura,English,2005,PG,
Zokkomon,Hindi,2011,PG,4.1/10
Ankhon Dekhi,2013,6.0/10,NR,
Honeytrap,English,2014,NR,5.7/10
Ishqiya,2009,6.6/10,NR,
The American,English,2010,NR,5.9/10
The BFG,2016,6.1/10,NR,
The Girl King,2015,6.2/10,NR,
This Is the Life,2008,7.3/10,NR,
Swearnet: The Movie,English,2014,NC-17,5.9/10
A World Not Ours,Arabic,2015,N/A,
The Disciple,Marathi,2020,N/A,
Ali & Alia,Arabic,2019,M,7.1/10
A Champion Heart,English,2018,G,5.2/10
A Shaun the Sheep Movie: Farmageddon,English,2020,G,6.9/10
Canvas,English,2020,G,
Fantastica,Filipino,2018,G,
Garfield's Pet Force,English,2009,G,4.1/10
Ghost of the Mountains,English,2017,G,6.8/10
Growing Up Wild,English,2016,G,7.3/10
Jimmy Neutron: Boy Genius,English,2001,G,6.0/10
Jungle Beat: The Movie,English,2020,G,
Mariah Carey's All I Want for Christmas Is You,English,2017,G,
Million Dollar Baby,English,2004,G,7.9/10
My Fair Lady,English,1964,G,
Pup Star: World Tour,English,2018,G,4.2/10
Robin Robin,English,2020,G,
Rugrats in Paris: The Movie,English,2000,G,6.1/10
Sparks,English,2016,G,
Spookley the Square Pumpkin,English,2004,G,5.0/10
Stargate,English,1994,G,6.9/10
The Pixar Story,English,2007,G,7.8/10
The Rugrats Movie,English,1998,G,5.9/10
Tini: The New Life of Violetta,Spanish,2016,G,5.5/10
ParaNorman,,,,
